Latitude,Longitude,Glacier_Thickness_m,Glacier_Melt_Rate_m_per_year,Snow_Cover_sq_km
31.87270059423681,76.30852841867953,122.9592580910467,6.517743845370438,36.153262235396085
34.75357153204958,76.23489399536,164.97781927399754,1.8066249848411458,34.520508718449825
33.65996970905702,79.53127290260518,156.82896736222864,8.736706177212668,5.239832833836204
32.993292420985185,76.24773099924754,47.70198284487926,6.1698507667854905,46.167334042837105
30.780093202212182,76.35974863064315,46.8649045534653,1.6563184472138472,28.63937400676257
30.779972601681013,78.79699131208982,68.2713861940844,9.627146769063948,18.50441329621637
30.290418060841,77.2486992122527,84.9934507413867,5.231818087019674,37.94865988301768
34.330880728874675,78.8835527847759,93.52200465352686,0.8216946735293845,13.239590190880886
33.00557505871605,75.32683078782193,142.34549903000214,6.3056457537091655,34.82873693379286
33.540362888980226,77.43785596836692,30.202477789850374,2.6066691794268215,2.4657047748262375
30.102922471479012,75.1680680009164,26.24108676069195,8.056565173585295,42.05069786165896
34.84954926080997,75.31326601727677,90.54390132990362,8.196438528305288,22.684456927555264
34.16221320400211,79.53218726672205,145.48946458483647,9.791578822961153,32.016299260718114
31.06169555339138,75.69622685558798,54.81836173216686,5.068508357142586,11.451272080430842
30.909124836035502,77.66210341137608,135.4708066261253,4.604073109304597,34.01514877659317
30.91702254926717,77.05547801300354,66.7690648292539,7.5594084939201585,38.72589365671719
31.521211214797688,76.73671663129421,179.49549958643294,1.4114594977850732,23.924052750777737
32.62378215816119,79.49916672843636,181.22418996799098,5.51446358655193,31.07748274105882
32.15972509321058,75.10911698387744,73.51169677063876,5.507851241295424,23.08813322920873
31.45614570099021,78.31894843087795,61.39887571338329,0.9857839158228334,44.75752277826335
33.0592644736119,79.81697217106775,94.03471497192163,4.2380424465184445,25.1445244354588
30.69746930326021,77.80084091730922,63.29568533242677,8.5475195058153,42.169531096926534
31.460723242676092,79.68411231016546,141.02909179250668,8.575920857747137,40.166926884377304
31.831809216468457,75.26128939643012,168.69164321869138,1.082452882704842,20.819988656743647
32.28034992108518,77.0939665953708,141.15658356401906,0.9981367392035255,11.889182346945015
33.92587980696507,76.30078895481026,168.3830805048829,2.7006852223191595,20.601065561708666
30.9983689107918,78.65410482490365,91.45858919734535,8.760184019284535,41.3977601008734
32.57117219206806,79.90648545248624,48.13705472759496,1.3761355922276397,11.767810523059921
32.962072844310214,76.28265031222124,152.83117053156658,7.227968346011718,26.459599119958593
30.23225206359999,78.27087300737037,84.8854109254797,1.101539634169722,40.401789024057
33.03772425950719,75.9904881637987,140.82874854124384,6.269064752103471,17.99713501885475
30.852620618436458,77.82665127285804,68.71590955671782,3.625066261279534,32.28937703163352
30.325257964926397,77.31966243344168,34.62133426520108,7.910248233362084,12.65876291541632
34.74442768626667,79.86002664815769,198.66472318779742,2.4135354433711,5.909332545723916
34.82816016537279,78.04263636348233,48.11627142750787,6.428098110960602,39.82201914209639
34.0419867405823,76.7475318604341,197.91577891342658,2.433257092301261,5.398946858730988
31.523068845866852,75.57047892443967,195.91038786196052,7.165236802810322,13.933379056439437
30.48836057003192,75.75623414367467,162.88725870344715,8.749412542151413,42.827916388873284
33.42116513256079,76.12658464975618,138.69613317475955,1.3553378113549246,17.650229710394026
32.20076246869801,76.25483330670149,124.00526904519525,8.679297317095484,48.665744800950975
30.610191174223893,79.25308028920568,175.89827816801025,5.976395018701549,48.99684957130606
32.47588455055635,77.80611394141262,72.09911389150783,1.3583938595835374,13.779663012451056
30.171942605576092,77.61695455687183,104.18261824727787,4.332664368061149,2.5284220013695773
34.54660201039391,75.57384435934608,131.49019448597033,1.6925169055024694,35.400632568166266
31.293899908000085,79.30069846674718,94.01428565650839,7.033444099779038,22.823831881093014
33.31261142176991,78.61407151604242,96.94756173624823,7.612794530737702,5.487265775999027
31.558555380447054,75.33834180950001,79.45124015037518,1.1473855507007098,35.522379539413116
32.60034010588905,78.53917548614885,121.56172700321649,5.110784541676979,2.0431580010401005
32.7335513967164,77.71769108671323,173.10341504272088,8.16478805465658,43.574736179365985
30.924272277627637,75.40862672873389,56.27510804113631,9.368014111354865,7.363300191108534
34.84792313882279,77.29150320764329,188.19794697561946,5.183826880743523,6.801937997962888
33.875664116805574,77.42348143565023,144.03577767468136,9.50776431375293,9.195778749444933
34.697494707820944,75.82887270081638,168.18917828240544,5.403320807514695,48.033184745357296
34.47413675213824,79.72849073500142,120.1143246734021,4.002485896539088,34.81188333256538
32.98949989405543,79.24987685740331,160.31300625633142,8.497210972673665,40.16789100545002
34.609371175115584,78.34511168664554,22.916071521104097,4.9805288335350815,20.182931793771274
30.4424625102596,77.31147780500304,167.30847646031634,4.771834854588778,17.1474800114953
